ctgov,cause,time,estimate
NCT01177813,Voluntary Withdrawal,26,0.9955
NCT01177813,Voluntary Withdrawal,38,0.9933
NCT01177813,Voluntary Withdrawal,41,0.991
NCT01177813,Voluntary Withdrawal,42,0.9876
NCT01177813,Voluntary Withdrawal,47,0.982
NCT01177813,Voluntary Withdrawal,48,0.982
NCT01177813,Voluntary Withdrawal,50,0.9808
NCT01177813,Voluntary Withdrawal,70,0.9808
NCT01177813,Voluntary Withdrawal,75,0.9797
NCT01177813,Voluntary Withdrawal,77,0.9785
NCT01177813,Voluntary Withdrawal,83,0.9774
NCT01177813,Voluntary Withdrawal,85,0.975
NCT01177813,Voluntary Withdrawal,97,0.975
NCT01177813,Voluntary Withdrawal,98,0.9739
NCT01177813,Voluntary Withdrawal,120,0.9739
NCT01177813,Voluntary Withdrawal,125,0.9715
NCT01177813,Voluntary Withdrawal,127,0.9691
NCT01177813,Voluntary Withdrawal,163,0.9691
NCT01177813,Voluntary Withdrawal,164,0.9679
NCT01177813,Voluntary Withdrawal,167,0.9679
NCT01177813,Voluntary Withdrawal,168,0.9666
NCT01177813,Voluntary Withdrawal,211,0.9666
NCT01191268,Adverse Event,5,0.9989
NCT01191268,Adverse Event,7,0.9955
NCT01191268,Adverse Event,13,0.9955
NCT01191268,Adverse Event,14,0.9932
NCT01191268,Adverse Event,23,0.9863
NCT01191268,Adverse Event,27,0.9852
NCT01191268,Adverse Event,30,0.9817
NCT01191268,Adverse Event,44,0.9806
NCT01191268,Adverse Event,49,0.9759
NCT01191268,Adverse Event,55,0.9759
NCT01191268,Adverse Event,58,0.9736
NCT01191268,Adverse Event,92,0.9712
NCT01191268,Adverse Event,98,0.9677
NCT01191268,Adverse Event,104,0.9677
NCT01191268,Adverse Event,105,0.9665
NCT01191268,Adverse Event,139,0.9665
NCT01191268,Adverse Event,146,0.9641
NCT01191268,Adverse Event,168,0.9641
NCT01191268,Adverse Event,180,0.9603
NCT01191268,Adverse Event,203,0.9579
NCT01191268,Adverse Event,210,0.9541
NCT01191268,Adverse Event,222,0.9528
NCT01191268,Adverse Event,307,0.9528
NCT01191268,Adverse Event,308,0.9515
NCT01191268,Adverse Event,361,0.9515
NCT01191268,Adverse Event,362,0.95
NCT01191268,Adverse Event,485,0.95
NCT01191268,Lost to Follow-up,5,1
NCT01191268,Lost to Follow-up,28,1
NCT01191268,Lost to Follow-up,30,0.9988
NCT01191268,Lost to Follow-up,48,0.9988
NCT01191268,Lost to Follow-up,49,0.9976
NCT01191268,Lost to Follow-up,93,0.9964
NCT01191268,Lost to Follow-up,95,0.9952
NCT01191268,Lost to Follow-up,117,0.994
NCT01191268,Lost to Follow-up,125,0.9927
NCT01191268,Lost to Follow-up,126,0.9915
NCT01191268,Lost to Follow-up,133,0.9915
NCT01191268,Lost to Follow-up,134,0.9903
NCT01191268,Lost to Follow-up,145,0.9903
NCT01191268,Lost to Follow-up,146,0.989
NCT01191268,Lost to Follow-up,156,0.9878
NCT01191268,Lost to Follow-up,174,0.9878
NCT01191268,Lost to Follow-up,175,0.9865
NCT01191268,Lost to Follow-up,180,0.9852
NCT01191268,Lost to Follow-up,190,0.9852
NCT01191268,Lost to Follow-up,193,0.984
NCT01191268,Lost to Follow-up,201,0.984
NCT01191268,Lost to Follow-up,203,0.9827
NCT01191268,Lost to Follow-up,235,0.9827
NCT01191268,Lost to Follow-up,237,0.9801
NCT01191268,Lost to Follow-up,328,0.9801
NCT01191268,Lost to Follow-up,329,0.9787
NCT01191268,Lost to Follow-up,485,0.9787
NCT01191268,PI/Sponsor Decision,5,1
NCT01191268,PI/Sponsor Decision,13,1
NCT01191268,PI/Sponsor Decision,15,0.9977
NCT01191268,PI/Sponsor Decision,27,0.9977
NCT01191268,PI/Sponsor Decision,28,0.9954
NCT01191268,PI/Sponsor Decision,35,0.9954
NCT01191268,PI/Sponsor Decision,43,0.993
NCT01191268,PI/Sponsor Decision,44,0.9919
NCT01191268,PI/Sponsor Decision,56,0.9907
NCT01191268,PI/Sponsor Decision,61,0.9883
NCT01191268,PI/Sponsor Decision,74,0.9883
NCT01191268,PI/Sponsor Decision,77,0.9871
NCT01191268,PI/Sponsor Decision,110,0.9871
NCT01191268,PI/Sponsor Decision,117,0.9847
NCT01191268,PI/Sponsor Decision,145,0.9834
NCT01191268,PI/Sponsor Decision,146,0.9822
NCT01191268,PI/Sponsor Decision,168,0.9822
NCT01191268,PI/Sponsor Decision,170,0.9809
NCT01191268,PI/Sponsor Decision,174,0.9809
NCT01191268,PI/Sponsor Decision,175,0.9797
NCT01191268,PI/Sponsor Decision,267,0.9771
NCT01191268,PI/Sponsor Decision,276,0.9758
NCT01191268,PI/Sponsor Decision,277,0.9745
NCT01191268,PI/Sponsor Decision,293,0.9745
NCT01191268,PI/Sponsor Decision,307,0.9719
NCT01191268,PI/Sponsor Decision,308,0.9705
NCT01191268,PI/Sponsor Decision,485,0.9705
NCT01191268,Voluntary Withdrawal,5,1
NCT01191268,Voluntary Withdrawal,14,0.9943
NCT01191268,Voluntary Withdrawal,19,0.9943
NCT01191268,Voluntary Withdrawal,22,0.9909
NCT01191268,Voluntary Withdrawal,32,0.9863
NCT01191268,Voluntary Withdrawal,51,0.9839
NCT01191268,Voluntary Withdrawal,63,0.9769
NCT01191268,Voluntary Withdrawal,91,0.9757
NCT01191268,Voluntary Withdrawal,93,0.9733
NCT01191268,Voluntary Withdrawal,104,0.9709
NCT01191268,Voluntary Withdrawal,126,0.9697
NCT01191268,Voluntary Withdrawal,145,0.9637
NCT01191268,Voluntary Withdrawal,146,0.9588
NCT01191268,Voluntary Withdrawal,180,0.9552
NCT01191268,Voluntary Withdrawal,189,0.9502
NCT01191268,Voluntary Withdrawal,200,0.9502
NCT01191268,Voluntary Withdrawal,205,0.944
NCT01191268,Voluntary Withdrawal,222,0.944
NCT01191268,Voluntary Withdrawal,271,0.939
NCT01191268,Voluntary Withdrawal,272,0.9365
NCT01191268,Voluntary Withdrawal,276,0.9328
NCT01191268,Voluntary Withdrawal,286,0.9328
NCT01191268,Voluntary Withdrawal,290,0.9303
NCT01191268,Voluntary Withdrawal,335,0.9303
NCT01191268,Voluntary Withdrawal,341,0.9277
NCT01191268,Voluntary Withdrawal,360,0.9277
NCT01191268,Voluntary Withdrawal,364,0.9229
NCT01191268,Voluntary Withdrawal,485,0.9229
NCT01191944,Adverse Event,1,0.9979
NCT01191944,Adverse Event,2,0.9915
NCT01191944,Adverse Event,4,0.9915
NCT01191944,Adverse Event,6,0.9894
NCT01191944,Adverse Event,11,0.9851
NCT01191944,Adverse Event,14,0.9809
NCT01191944,Adverse Event,16,0.9787
NCT01191944,Adverse Event,20,0.9766
NCT01191944,Adverse Event,22,0.9744
NCT01191944,Adverse Event,23,0.9744
NCT01191944,Adverse Event,25,0.9723
NCT01191944,Adverse Event,33,0.968
NCT01191944,Adverse Event,44,0.968
NCT01191944,Adverse Event,45,0.9658
NCT01191944,Adverse Event,47,0.9658
NCT01191944,Adverse Event,56,0.9637
NCT01191944,Adverse Event,57,0.9615
NCT01191944,Adverse Event,70,0.9594
NCT01191944,Adverse Event,74,0.9572
NCT01191944,Adverse Event,99,0.9572
NCT01191944,Adverse Event,101,0.955
NCT01191944,Adverse Event,108,0.9528
NCT01191944,Adverse Event,119,0.9507
NCT01191944,Adverse Event,143,0.9507
NCT01194830,Lost to Follow-up,1,0.9907
NCT01194830,Lost to Follow-up,13,0.9907
NCT01194830,Lost to Follow-up,14,0.9716
NCT01194830,Lost to Follow-up,34,0.9716
NCT01194830,Lost to Follow-up,41,0.9666
NCT01194830,Lost to Follow-up,42,0.9565
NCT01194830,Lost to Follow-up,49,0.9565
NCT01194830,Lost to Follow-up,55,0.9461
NCT01194830,Lost to Follow-up,82,0.9461
NCT01194830,Lost to Follow-up,84,0.9408
NCT01194830,Lost to Follow-up,85,0.9355
NCT01194830,Lost to Follow-up,128,0.9355
NCT01194830,Lost to Follow-up,130,0.93
NCT01194830,Lost to Follow-up,132,0.93
NCT01194830,Lost to Follow-up,133,0.9245
NCT01194830,Lost to Follow-up,195,0.9245
NCT01194830,Other/Miscellaneous,1,1
NCT01194830,Other/Miscellaneous,3,1
NCT01194830,Other/Miscellaneous,6,0.9953
NCT01194830,Other/Miscellaneous,11,0.9906
NCT01194830,Other/Miscellaneous,13,0.9812
NCT01194830,Other/Miscellaneous,20,0.9812
NCT01194830,Other/Miscellaneous,21,0.9763
NCT01194830,Other/Miscellaneous,26,0.9714
NCT01194830,Other/Miscellaneous,27,0.9714
NCT01194830,Other/Miscellaneous,28,0.9665
NCT01194830,Other/Miscellaneous,31,0.9616
NCT01194830,Other/Miscellaneous,34,0.9616
NCT01194830,Other/Miscellaneous,41,0.9468
NCT01194830,Other/Miscellaneous,42,0.9419
NCT01194830,Other/Miscellaneous,43,0.9419
NCT01194830,Other/Miscellaneous,44,0.9368
NCT01194830,Other/Miscellaneous,72,0.9368
NCT01194830,Other/Miscellaneous,82,0.9316
NCT01194830,Other/Miscellaneous,85,0.9316
NCT01194830,Other/Miscellaneous,100,0.9263
NCT01194830,Other/Miscellaneous,125,0.9263
NCT01194830,Other/Miscellaneous,128,0.9209
NCT01194830,Other/Miscellaneous,133,0.9209
NCT01194830,Other/Miscellaneous,138,0.9154
NCT01194830,Other/Miscellaneous,139,0.9099
NCT01194830,Other/Miscellaneous,140,0.9099
NCT01194830,Other/Miscellaneous,149,0.9043
NCT01194830,Other/Miscellaneous,195,0.9043
NCT01204294,Adverse Event,1,0.9983
NCT01204294,Adverse Event,9,0.9965
NCT01204294,Adverse Event,21,0.9965
NCT01204294,Adverse Event,24,0.9948
NCT01204294,Adverse Event,27,0.9913
NCT01204294,Adverse Event,28,0.9913
NCT01204294,Adverse Event,34,0.9895
NCT01204294,Adverse Event,41,0.9878
NCT01204294,Adverse Event,55,0.986
NCT01204294,Adverse Event,60,0.9843
NCT01204294,Adverse Event,70,0.9825
NCT01204294,Adverse Event,115,0.9825
NCT01204294,Adverse Event,118,0.9808
NCT01204294,Adverse Event,139,0.979
NCT01204294,Adverse Event,141,0.979
NCT01204294,Adverse Event,154,0.9772
NCT01204294,Adverse Event,196,0.9772
NCT01204294,Adverse Event,207,0.9755
NCT01204294,Adverse Event,258,0.9755
NCT01204294,Adverse Event,260,0.9737
NCT01204294,Adverse Event,263,0.9737
NCT01204294,Adverse Event,266,0.9719
NCT01204294,Adverse Event,273,0.9701
NCT01204294,Adverse Event,279,0.9683
NCT01204294,Adverse Event,281,0.9683
NCT01204294,Adverse Event,300,0.9665
NCT01204294,Adverse Event,314,0.9647
NCT01204294,Adverse Event,374,0.9647
NCT01210001,Adverse Event,1,1
NCT01210001,Adverse Event,13,0.998
NCT01210001,Adverse Event,17,0.9959
NCT01210001,Adverse Event,29,0.9959
NCT01210001,Adverse Event,33,0.9939
NCT01210001,Adverse Event,35,0.9919
NCT01210001,Adverse Event,83,0.9919
NCT01210001,Adverse Event,86,0.9898
NCT01210001,Adverse Event,93,0.9898
NCT01210001,Adverse Event,95,0.9877
NCT01210001,Adverse Event,100,0.9877
NCT01210001,Adverse Event,103,0.9856
NCT01210001,Adverse Event,110,0.9856
NCT01210001,Adverse Event,111,0.9835
NCT01210001,Adverse Event,117,0.9814
NCT01210001,Adverse Event,147,0.9814
NCT01210001,Adverse Event,152,0.9793
NCT01210001,Adverse Event,168,0.9793
NCT01210001,Adverse Event,169,0.9758
NCT01210001,Adverse Event,248,0.9758
NCT01214239,Voluntary Withdrawal,1,0.9967
NCT01214239,Voluntary Withdrawal,34,0.9967
NCT01214239,Voluntary Withdrawal,41,0.9933
NCT01214239,Voluntary Withdrawal,42,0.9933
NCT01214239,Voluntary Withdrawal,46,0.9898
NCT01214239,Voluntary Withdrawal,48,0.9864
NCT01214239,Voluntary Withdrawal,49,0.983
NCT01214239,Voluntary Withdrawal,50,0.983
NCT01214239,Voluntary Withdrawal,63,0.9795
NCT01214239,Voluntary Withdrawal,66,0.9795
NCT01214239,Voluntary Withdrawal,83,0.976
NCT01214239,Voluntary Withdrawal,84,0.9726
NCT01214239,Voluntary Withdrawal,92,0.9691
NCT01214239,Voluntary Withdrawal,108,0.9691
NCT01214239,Voluntary Withdrawal,118,0.9655
NCT01214239,Voluntary Withdrawal,123,0.9655
NCT01214239,Voluntary Withdrawal,126,0.962
NCT01214239,Voluntary Withdrawal,133,0.962
NCT01214239,Voluntary Withdrawal,146,0.9585
NCT01214239,Voluntary Withdrawal,190,0.9585
NCT01306214,Adverse Event,1,1
NCT01306214,Adverse Event,10,1
NCT01306214,Adverse Event,11,0.9982
NCT01306214,Adverse Event,36,0.9982
NCT01306214,Adverse Event,57,0.991
NCT01306214,Adverse Event,93,0.98740000000000006
NCT01306214,Adverse Event,94,0.9837
NCT01306214,Adverse Event,131,0.9837
NCT01306214,Adverse Event,138,0.9818
NCT01306214,Adverse Event,139,0.98
NCT01306214,Adverse Event,144,0.9781
NCT01306214,Adverse Event,173,0.9781
NCT01306214,Adverse Event,174,0.9763
NCT01306214,Adverse Event,183,0.9744
NCT01306214,Adverse Event,199,0.9744
NCT01306214,Adverse Event,230,0.9706
NCT01306214,Adverse Event,232,0.9668
NCT01306214,Adverse Event,236,0.9668
NCT01306214,Adverse Event,237,0.9648
NCT01306214,Adverse Event,243,0.9629
NCT01306214,Adverse Event,255,0.9629
NCT01306214,Adverse Event,262,0.9571
NCT01306214,Adverse Event,286,0.9571
NCT01306214,Adverse Event,287,0.9552
NCT01306214,Adverse Event,292,0.9532
NCT01306214,Adverse Event,323,0.9532
NCT01306214,Adverse Event,345,0.9473
NCT01306214,Protocol Violation,1,0.9982
NCT01306214,Protocol Violation,5,0.9982
NCT01306214,Protocol Violation,10,0.9964
NCT01306214,Protocol Violation,11,0.9964
NCT01306214,Protocol Violation,12,0.9947
NCT01306214,Protocol Violation,20,0.9929
NCT01306214,Protocol Violation,27,0.9911
NCT01306214,Protocol Violation,63,0.9911
NCT01306214,Protocol Violation,66,0.9893
NCT01306214,Protocol Violation,91,0.9893
NCT01306214,Protocol Violation,93,0.98740000000000006
NCT01306214,Protocol Violation,126,0.98740000000000006
NCT01306214,Protocol Violation,128,0.9856
NCT01306214,Protocol Violation,160,0.9856
NCT01306214,Protocol Violation,162,0.9837
NCT01306214,Protocol Violation,166,0.9818
NCT01306214,Protocol Violation,169,0.9818
NCT01306214,Protocol Violation,170,0.98
NCT01306214,Protocol Violation,223,0.98
NCT01306214,Protocol Violation,230,0.978
NCT01306214,Protocol Violation,264,0.978
NCT01306214,Protocol Violation,279,0.9761
NCT01306214,Protocol Violation,345,0.9761
NCT01306214,Protocol Violation,346,0.974
NCT01306214,Voluntary Withdrawal,1,1
NCT01306214,Voluntary Withdrawal,5,0.9982
NCT01306214,Voluntary Withdrawal,20,0.9964
NCT01306214,Voluntary Withdrawal,50,0.9964
NCT01306214,Voluntary Withdrawal,62,0.9928
NCT01306214,Voluntary Withdrawal,83,0.9928
NCT01306214,Voluntary Withdrawal,90,0.9891
NCT01306214,Voluntary Withdrawal,91,0.9873
NCT01306214,Voluntary Withdrawal,109,0.9873
NCT01306214,Voluntary Withdrawal,128,0.9855
NCT01306214,Voluntary Withdrawal,131,0.9836
NCT01306214,Voluntary Withdrawal,139,0.9836
NCT01306214,Voluntary Withdrawal,144,0.9799
NCT01306214,Voluntary Withdrawal,160,0.9762
NCT01306214,Voluntary Withdrawal,166,0.9762
NCT01306214,Voluntary Withdrawal,169,0.9725
NCT01306214,Voluntary Withdrawal,173,0.9706
NCT01306214,Voluntary Withdrawal,199,0.9706
NCT01306214,Voluntary Withdrawal,223,0.9687
NCT01306214,Voluntary Withdrawal,236,0.963
NCT01306214,Voluntary Withdrawal,250,0.963
NCT01306214,Voluntary Withdrawal,255,0.9611
NCT01306214,Voluntary Withdrawal,262,0.9611
NCT01306214,Voluntary Withdrawal,264,0.9591
NCT01306214,Voluntary Withdrawal,285,0.9591
NCT01306214,Voluntary Withdrawal,289,0.9552
NCT01306214,Voluntary Withdrawal,308,0.9513
NCT01335464,Adverse Event,1,1
NCT01335464,Adverse Event,20,0.9863
NCT01335464,Adverse Event,34,0.9863
NCT01335464,Adverse Event,42,0.9745
NCT01335464,Adverse Event,57,0.9666
NCT01335464,Adverse Event,79,0.9606
NCT01335464,Adverse Event,91,0.9466
NCT01335464,Adverse Event,109,0.9386
NCT01335464,Adverse Event,136,0.9346
NCT01335464,Adverse Event,143,0.9306
NCT01335464,Adverse Event,146,0.9245
NCT01335464,Adverse Event,166,0.9205
NCT01335464,Adverse Event,172,0.9124
NCT01335464,Adverse Event,200,0.9063
NCT01335464,Adverse Event,220,0.8941
NCT01335464,Adverse Event,231,0.8921
NCT01335464,Adverse Event,234,0.884
NCT01335464,Adverse Event,253,0.8799
NCT01335464,Adverse Event,255,0.8717
NCT01335464,Adverse Event,257,0.8697
NCT01335464,Adverse Event,274,0.8615
NCT01335464,Adverse Event,278,0.8553
NCT01335464,Adverse Event,307,0.8451
NCT01335464,Adverse Event,309,0.843
NCT01335464,Adverse Event,310,0.8369
NCT01335464,Adverse Event,365,0.8242
NCT01335464,Adverse Event,367,0.8076
NCT01335464,Adverse Event,395,0.8076
NCT01335464,Voluntary Withdrawal,1,1
NCT01335464,Voluntary Withdrawal,20,1
NCT01335464,Voluntary Withdrawal,26,0.996
NCT01335464,Voluntary Withdrawal,34,0.994
NCT01335464,Voluntary Withdrawal,42,0.994
NCT01335464,Voluntary Withdrawal,44,0.992
NCT01335464,Voluntary Withdrawal,57,0.992
NCT01335464,Voluntary Withdrawal,59,0.99
NCT01335464,Voluntary Withdrawal,82,0.988
NCT01335464,Voluntary Withdrawal,83,0.9859
NCT01335464,Voluntary Withdrawal,87,0.9838
NCT01335464,Voluntary Withdrawal,100,0.9838
NCT01335464,Voluntary Withdrawal,104,0.9818
NCT01335464,Voluntary Withdrawal,132,0.9818
NCT01335464,Voluntary Withdrawal,136,0.9796
NCT01335464,Voluntary Withdrawal,146,0.9796
NCT01335464,Voluntary Withdrawal,148,0.9775
NCT01335464,Voluntary Withdrawal,196,0.9775
NCT01335464,Voluntary Withdrawal,200,0.9753
NCT01335464,Voluntary Withdrawal,243,0.9753
NCT01335464,Voluntary Withdrawal,246,0.9731
NCT01335464,Voluntary Withdrawal,248,0.9731
NCT01335464,Voluntary Withdrawal,250,0.9708
NCT01335464,Voluntary Withdrawal,278,0.9708
NCT01335464,Voluntary Withdrawal,279,0.9685
NCT01335464,Voluntary Withdrawal,308,0.9685
NCT01335464,Voluntary Withdrawal,309,0.9661
NCT01335464,Voluntary Withdrawal,395,0.9661
NCT01335477,Adverse Event,1,1
NCT01335477,Adverse Event,3,0.9963
NCT01335477,Adverse Event,17,0.9927
NCT01335477,Adverse Event,18,0.989
NCT01335477,Adverse Event,27,0.9853
NCT01335477,Adverse Event,28,0.9816
NCT01335477,Adverse Event,38,0.9798
NCT01335477,Adverse Event,42,0.9743
NCT01335477,Adverse Event,69,0.9669
NCT01335477,Adverse Event,77,0.9576
NCT01335477,Adverse Event,84,0.9557
NCT01335477,Adverse Event,85,0.9501
NCT01335477,Adverse Event,90,0.9445
NCT01335477,Adverse Event,111,0.9315
NCT01335477,Adverse Event,143,0.9202
NCT01335477,Adverse Event,150,0.9127
NCT01335477,Adverse Event,164,0.9071
NCT01335477,Adverse Event,191,0.9052
NCT01335477,Adverse Event,201,0.8995
NCT01335477,Adverse Event,217,0.8787
NCT01335477,Adverse Event,228,0.8712
NCT01335477,Adverse Event,250,0.8636
NCT01335477,Adverse Event,255,0.8541
NCT01335477,Adverse Event,288,0.8504
NCT01335477,Adverse Event,303,0.8371
NCT01335477,Adverse Event,325,0.8294
NCT01335477,Adverse Event,339,0.8199
NCT01335477,Adverse Event,398,0.8179
NCT01335477,Voluntary Withdrawal,1,0.9982
NCT01335477,Voluntary Withdrawal,3,0.9982
NCT01335477,Voluntary Withdrawal,6,0.9963
NCT01335477,Voluntary Withdrawal,18,0.9963
NCT01335477,Voluntary Withdrawal,20,0.9945
NCT01335477,Voluntary Withdrawal,38,0.9945
NCT01335477,Voluntary Withdrawal,40,0.9907
NCT01335477,Voluntary Withdrawal,46,0.9889
NCT01335477,Voluntary Withdrawal,72,0.9889
NCT01335477,Voluntary Withdrawal,74,0.9851
NCT01335477,Voluntary Withdrawal,77,0.9851
NCT01335477,Voluntary Withdrawal,82,0.9832
NCT01335477,Voluntary Withdrawal,90,0.9832
NCT01335477,Voluntary Withdrawal,94,0.9812
NCT01335477,Voluntary Withdrawal,111,0.9812
NCT01335477,Voluntary Withdrawal,113,0.9792
NCT01335477,Voluntary Withdrawal,122,0.9773
NCT01335477,Voluntary Withdrawal,164,0.9773
NCT01335477,Voluntary Withdrawal,168,0.9753
NCT01335477,Voluntary Withdrawal,186,0.9753
NCT01335477,Voluntary Withdrawal,191,0.9732
NCT01335477,Voluntary Withdrawal,203,0.9732
NCT01335477,Voluntary Withdrawal,205,0.9712
NCT01335477,Voluntary Withdrawal,228,0.9712
NCT01335477,Voluntary Withdrawal,230,0.9691
NCT01335477,Voluntary Withdrawal,338,0.9691
NCT01335477,Voluntary Withdrawal,339,0.9668
NCT01335477,Voluntary Withdrawal,398,0.9668
NCT01368081,Adverse Event,1,1
NCT01368081,Adverse Event,6,0.9974
NCT01368081,Adverse Event,41,0.9914
NCT01368081,Adverse Event,54,0.9914
NCT01368081,Adverse Event,62,0.9896
NCT01368081,Adverse Event,73,0.9896
NCT01368081,Adverse Event,74,0.9888
NCT01368081,Adverse Event,104,0.9888
NCT01368081,Adverse Event,111,0.987
NCT01368081,Adverse Event,136,0.987
NCT01368081,Adverse Event,146,0.9844
NCT01368081,Adverse Event,162,0.9835
NCT01368081,Adverse Event,178,0.9809
NCT01368081,Adverse Event,181,0.9791
NCT01368081,Adverse Event,197,0.9765
NCT01368081,Adverse Event,210,0.9765
NCT01368081,Adverse Event,223,0.9747
NCT01368081,Adverse Event,260,0.9747
NCT01368081,Adverse Event,279,0.9711
NCT01368081,Adverse Event,298,0.9693
NCT01368081,Adverse Event,308,0.9658
NCT01368081,Adverse Event,333,0.9613
NCT01368081,Adverse Event,357,0.9613
NCT01368081,Adverse Event,358,0.9603
NCT01368081,Adverse Event,365,0.9603
NCT01368081,Adverse Event,366,0.9566
NCT01368081,Adverse Event,375,0.9566
NCT01368081,Other/Miscellaneous,1,1
NCT01368081,Other/Miscellaneous,3,1
NCT01368081,Other/Miscellaneous,4,0.9991
NCT01368081,Other/Miscellaneous,14,0.9991
NCT01368081,Other/Miscellaneous,16,0.9983
NCT01368081,Other/Miscellaneous,26,0.9983
NCT01368081,Other/Miscellaneous,27,0.9974
NCT01368081,Other/Miscellaneous,41,0.9974
NCT01368081,Other/Miscellaneous,52,0.9965
NCT01368081,Other/Miscellaneous,54,0.9957
NCT01368081,Other/Miscellaneous,74,0.9957
NCT01368081,Other/Miscellaneous,86,0.9948
NCT01368081,Other/Miscellaneous,123,0.9948
NCT01368081,Other/Miscellaneous,129,0.9939
NCT01368081,Other/Miscellaneous,153,0.9939
NCT01368081,Other/Miscellaneous,155,0.993
NCT01368081,Other/Miscellaneous,273,0.993
NCT01368081,Other/Miscellaneous,274,0.9921
NCT01368081,Other/Miscellaneous,332,0.9921
NCT01368081,Other/Miscellaneous,333,0.9912
NCT01368081,Other/Miscellaneous,375,0.9912
NCT01368081,Voluntary Withdrawal,1,1
NCT01368081,Voluntary Withdrawal,6,1
NCT01368081,Voluntary Withdrawal,10,0.9983
NCT01368081,Voluntary Withdrawal,26,0.9983
NCT01368081,Voluntary Withdrawal,27,0.9965
NCT01368081,Voluntary Withdrawal,86,0.9957
NCT01368081,Voluntary Withdrawal,90,0.9939
NCT01368081,Voluntary Withdrawal,129,0.9922
NCT01368081,Voluntary Withdrawal,139,0.9904
NCT01368081,Voluntary Withdrawal,146,0.9904
NCT01368081,Voluntary Withdrawal,167,0.9877
NCT01368081,Voluntary Withdrawal,189,0.9877
NCT01368081,Voluntary Withdrawal,223,0.9842
NCT01368081,Voluntary Withdrawal,224,0.9824
NCT01368081,Voluntary Withdrawal,226,0.9815
NCT01368081,Voluntary Withdrawal,230,0.9815
NCT01368081,Voluntary Withdrawal,233,0.9806
NCT01368081,Voluntary Withdrawal,251,0.9797
NCT01368081,Voluntary Withdrawal,253,0.9788
NCT01368081,Voluntary Withdrawal,260,0.9779
NCT01368081,Voluntary Withdrawal,274,0.9779
NCT01368081,Voluntary Withdrawal,279,0.9761
NCT01368081,Voluntary Withdrawal,298,0.9761
NCT01368081,Voluntary Withdrawal,307,0.9734
NCT01368081,Voluntary Withdrawal,333,0.9734
NCT01368081,Voluntary Withdrawal,362,0.9716
NCT01368081,Voluntary Withdrawal,363,0.9704
NCT01368081,Voluntary Withdrawal,375,0.9704
NCT01370005,Adverse Event,4,1
NCT01370005,Adverse Event,11,0.9976
NCT01370005,Adverse Event,12,0.9976
NCT01370005,Adverse Event,20,0.9964
NCT01370005,Adverse Event,23,0.9964
NCT01370005,Adverse Event,27,0.9915
NCT01370005,Adverse Event,29,0.9903
NCT01370005,Adverse Event,34,0.989
NCT01370005,Adverse Event,35,0.989
NCT01370005,Adverse Event,37,0.9878
NCT01370005,Adverse Event,47,0.9878
NCT01370005,Adverse Event,50,0.9866
NCT01370005,Adverse Event,52,0.9854
NCT01370005,Adverse Event,57,0.9854
NCT01370005,Adverse Event,60,0.9841
NCT01370005,Adverse Event,70,0.9841
NCT01370005,Adverse Event,72,0.9829
NCT01370005,Adverse Event,82,0.9829
NCT01370005,Adverse Event,83,0.9815
NCT01370005,Adverse Event,88,0.9815
NCT01370005,Adverse Event,89,0.9764
NCT01370005,Adverse Event,163,0.9764
NCT01422876,Adverse Event,1,0.9993
NCT01422876,Adverse Event,5,0.997
NCT01422876,Adverse Event,7,0.9948
NCT01422876,Adverse Event,13,0.9941
NCT01422876,Adverse Event,15,0.9926
NCT01422876,Adverse Event,38,0.9926
NCT01422876,Adverse Event,50,0.9904
NCT01422876,Adverse Event,55,0.9904
NCT01422876,Adverse Event,58,0.9889
NCT01422876,Adverse Event,97,0.9873
NCT01422876,Adverse Event,111,0.9835
NCT01422876,Adverse Event,118,0.9828
NCT01422876,Adverse Event,135,0.9828
NCT01422876,Adverse Event,145,0.9797
NCT01422876,Adverse Event,159,0.9789
NCT01422876,Adverse Event,161,0.9774
NCT01422876,Adverse Event,168,0.9766
NCT01422876,Adverse Event,176,0.9735
NCT01422876,Adverse Event,180,0.9735
NCT01422876,Adverse Event,188,0.9711
NCT01422876,Adverse Event,207,0.9711
NCT01422876,Adverse Event,213,0.9695
NCT01422876,Adverse Event,222,0.9695
NCT01422876,Adverse Event,224,0.9671
NCT01422876,Adverse Event,231,0.9663
NCT01422876,Adverse Event,316,0.9623
NCT01422876,Adverse Event,324,0.9591
NCT01422876,Lost to Follow-up,1,0.9949
NCT01422876,Lost to Follow-up,39,0.9949
NCT01422876,Lost to Follow-up,41,0.9941
NCT01422876,Lost to Follow-up,42,0.9919
NCT01422876,Lost to Follow-up,45,0.9911
NCT01422876,Lost to Follow-up,83,0.9904
NCT01422876,Lost to Follow-up,85,0.9873
NCT01422876,Lost to Follow-up,118,0.9873
NCT01422876,Lost to Follow-up,123,0.9858
NCT01422876,Lost to Follow-up,126,0.9835
NCT01422876,Lost to Follow-up,132,0.982
NCT01422876,Lost to Follow-up,161,0.982
NCT01422876,Lost to Follow-up,162,0.9804
NCT01422876,Lost to Follow-up,167,0.9804
NCT01422876,Lost to Follow-up,168,0.9788
NCT01422876,Lost to Follow-up,171,0.9781
NCT01422876,Lost to Follow-up,176,0.9781
NCT01422876,Lost to Follow-up,177,0.9765
NCT01422876,Lost to Follow-up,224,0.9757
NCT01422876,Lost to Follow-up,238,0.9725
